Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
121307,HALE HO'OLA HAMAKUA,45-547 PLUMERIA STREET,HONOKAA,HI,96727,HAWAII,(808) 932-4100,Critical Access Hospitals,Government - State,true,,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,POINT (-155.470595 20.076271)
260183,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,CAPE GIRARDEAU,(573) 331-3000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,
200031,CARY MEDICAL CENTER,"163 VAN BUREN RD, SUITE 1",CARIBOU,ME,04736,AROOSTOOK,(207) 498-3111,Acute Care Hospitals,Government - Local,true,true,3,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-68.009639 46.878237)
511304,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,SISTERSVILLE,WV,26175,TYLER,(304) 652-2611,Critical Access Hospitals,Government - Local,true,,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-81.004067 39.558339)
340037,ATRIUM HEALTH KINGS MOUNTAIN,706 W KING ST,KINGS MOUNTAIN,NC,28086,CLEVELAND,(704) 739-3601,Acute Care Hospitals,Government - Hospital District or Authority,true,true,5,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-81.356017 35.240871)
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,JOHNSON CITY,TN,37604,WASHINGTON,(423) 302-1120,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-82.401047 36.337945)
100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,OKALOOSA,(850) 689-8100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-86.561842 30.736947)
05022F,NMC San Diego,34800 Bob Wilson Drive,San Diego,CA,92134,SAN DIEGO,(619) 532-6400,Acute Care - Department of Defense,Department of Defense,true,,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,POINT (-117.143035 32.726723)
260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,GREENE,(417) 269-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-93.27808 37.144966)
453300,COOK CHILDRENS MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,76104,TARRANT,(682) 885-4000,Childrens,Voluntary non-profit - Private,true,,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,POINT (-97.341975 32.736488)
520139,WEST ALLIS MEMORIAL HOSPITAL,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,MILWAUKEE,(414) 328-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-88.023065 43.002702)
521357,MERCY WALWORTH HOSPITAL & MEDICAL CENTER,N2950 STATE ROAD 67,LAKE GENEVA,WI,53147,WALWORTH,(262) 245-0535,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-88.540919 42.597823)
493301,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,601 CHILDREN'S LANE,NORFOLK,VA,23507,NORFOLK CITY,(757) 668-9647,Childrens,Voluntary non-profit - Private,true,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-76.30137 36.86176)
030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,MARICOPA,(480) 728-8000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-111.755311 33.286661)
094004,PSYCHIATRIC INSTITUTE OF WASHINGTON DC,"4228 WISCONSIN AVENUE, NW",WASHINGTON,DC,20016,THE DISTRICT,(202) 885-5600,Psychiatric,Voluntary non-profit - Private,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-77.077592 38.944172)
021308,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVENUE (P O BOX 966),NOME,AK,99762,NOME,(907) 443-3311,Critical Access Hospitals,Tribal,true,true,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,16,Not Available,16,Not Available,16,
431302,AVERA GETTYSBURG HOSPITAL,606 EAST GARFIELD,GETTYSBURG,SD,57442,POTTER,(605) 765-2480,Critical Access Hospitals,Voluntary non-profit - Church,true,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,5,Not Available,16,POINT (-99.948128 45.013551)
060001,NORTH COLORADO MEDICAL CENTER,1801 - 16TH ST,GREELEY,CO,80631,WELD,(970) 810-4121,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,POINT (-104.709429 40.413834)
390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 662-8000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-75.199575 39.957103)
361307,UH GENEVA MEDICAL CENTER,870 WEST MAIN STREET,GENEVA,OH,44041,ASHTABULA,(440) 466-1141,Critical Access Hospitals,Voluntary non-profit - Private,true,true,5,,Above the national average,,Not Available,5,Below the national average,,Above the national average,,Same as the national average,,Not Available,5,Same as the national average,,POINT (-80.962277 41.800233)
241370,ST GABRIELS HOSPITAL,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MN,56345,MORRISON,(320) 632-5441,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Not Available,5,Not Available,5,Below the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-94.362651 45.967711)
174016,PRAIRIE VIEW INC,1901 E FIRST STREET PO BOX 467,NEWTON,KS,67114,HARVEY,(316) 284-6400,Psychiatric,Voluntary non-profit - Church,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-97.313759 38.042771)
141325,OSF SAINT LUKES MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,61443,HENRY,(309) 853-3361,Critical Access Hospitals,Voluntary non-profit - Church,true,true,4,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Same as the national average,,Above the national average,,Same as the national average,,POINT (-89.947769 41.222163)
450460,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,WOODVILLE,TX,75979,TYLER,(409) 283-8141,Acute Care Hospitals,Government - Hospital District or Authority,true,,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-94.42822 30.775287)
140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,(708) 783-9100,Acute Care Hospitals,Proprietary,true,,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-87.792783 41.832002)
241306,RENVILLE COUNTY HOSPITAL AND CLINICS,100 HEALTHY WAY,OLIVIA,MN,56277,RENVILLE,(320) 523-1261,Critical Access Hospitals,Government - Local,true,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,(315) 473-4240,Acute Care Hospitals,Government - State,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-76.139323 43.042677)
040010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,(479) 338-8000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-94.184709 36.309562)
444003,RIDGEVIEW PSYCHIATRIC HOSPITAL AND CENTER,240 W TYRONE RD,OAK RIDGE,TN,37830,ANDERSON,(865) 482-1076,Psychiatric,Voluntary non-profit - Private,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-84.242692 36.025458)
210005,FREDERICK HEALTH HOSPITAL,400 WEST SEVENTH ST,FREDERICK,MD,21701,FREDERICK,(240) 566-3300,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-77.41407 39.423745)
524017,NORTH CENTRAL HEALTH CARE,1100 LAKEVIEW DR,WAUSAU,WI,54403,MARATHON,(715) 848-4600,Psychiatric,Voluntary non-profit - Other,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-89.633985 44.929729)
251322,LAIRD HOSPITAL INC,25117 HIGHWAY 15,UNION,MS,39365,NESHOBA,(601) 774-8214,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,POINT (-89.102561 32.559207)
330033,CHENANGO MEMORIAL HOSPITAL,179 NORTH BROAD STREET,NORWICH,NY,13815,CHENANGO,(607) 337-4111,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-75.524724 42.542038)
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,MA,02176,MIDDLESEX,(781) 979-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-71.061993 42.460278)
374008,JIM TALIAFERRO COMM MENTAL HEALTH CTR,602 SOUTHWEST 38TH STREET,LAWTON,OK,73505,COMANCHE,(580) 248-5780,Psychiatric,Government - State,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-98.439735 34.603392)
194079,"RED RIVER BEHAVIORAL CENTER, LLC",2800 MELROSE AVENUE,BOSSIER CITY,LA,71111,BOSSIER,(318) 549-2099,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-93.704637 32.546972)
041314,"DEWITT HOSPITAL & NURSING HOME, INC",1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,(870) 946-3571,Critical Access Hospitals,Voluntary non-profit - Private,true,,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-91.336892 34.279598)
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,Acute Care Hospitals,Government - Local,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-74.907828 44.936344)
220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,HAMPDEN,(413) 534-2500,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,POINT (-72.627087 42.199616)
231311,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,DECKERVILLE,MI,48427,SANILAC,(810) 376-2835,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Same as the national average,,Not Available,16,POINT (-82.733773 43.528161)
251300,S E LACKEY MEMORIAL HOSPITAL,330 N BROAD STREET,FOREST,MS,39074,SCOTT,(601) 469-4151,Critical Access Hospitals,Voluntary non-profit - Private,true,,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-89.470963 32.365907)
531305,PLATTE COUNTY MEMORIAL HOSPITAL,201 14TH STREET,WHEATLAND,WY,82201,PLATTE,(307) 322-3636,Critical Access Hospitals,Government - Local,true,true,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-104.960221 42.04981)
370228,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,(918) 376-8000,Acute Care Hospitals,Proprietary,true,true,4,,Not Available,5,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-95.851684 36.304717)
